Epoch,Global_Step,Loss,LR
301,7225,0.6013979315757751,0.0001
301,7226,0.6891093254089355,0.0001
301,7227,0.736351728439331,0.0001
301,7228,0.6611711978912354,0.0001
301,7229,0.7121286392211914,0.0001
301,7230,0.58661949634552,0.0001
301,7231,0.6660765409469604,0.0001
301,7232,0.7406824231147766,0.0001
301,7233,0.5697839260101318,0.0001
301,7234,0.6732168793678284,0.0001
301,7235,0.6603553295135498,0.0001
301,7236,0.6320798397064209,0.0001
301,7237,0.7076050043106079,0.0001
301,7238,0.6281343102455139,0.0001
301,7239,0.5852763056755066,0.0001
301,7240,0.7078956365585327,0.0001
301,7241,0.6560990214347839,0.0001
301,7242,0.6789864301681519,0.0001
301,7243,0.6720945835113525,0.0001
301,7244,0.5775782465934753,0.0001
301,7245,0.7353712916374207,0.0001
301,7246,0.7183148860931396,0.0001
301,7247,0.6566748023033142,0.0001
301,7248,0.6660615801811218,0.0001
302,7249,0.7082974910736084,9.999753262144806e-05
302,7250,0.6903592348098755,9.999753262144806e-05
302,7251,0.6608788967132568,9.999753262144806e-05
302,7252,0.6958528161048889,9.999753262144806e-05
302,7253,0.6510945558547974,9.999753262144806e-05
302,7254,0.7815897464752197,9.999753262144806e-05
302,7255,0.6736150979995728,9.999753262144806e-05
302,7256,0.7114510536193848,9.999753262144806e-05
302,7257,0.7092748284339905,9.999753262144806e-05
302,7258,0.669221043586731,9.999753262144806e-05
302,7259,0.647026538848877,9.999753262144806e-05
302,7260,0.670836329460144,9.999753262144806e-05
302,7261,0.6186728477478027,9.999753262144806e-05
302,7262,0.6807818412780762,9.999753262144806e-05
302,7263,0.7040244340896606,9.999753262144806e-05
302,7264,0.6833004951477051,9.999753262144806e-05
302,7265,0.5645389556884766,9.999753262144806e-05
302,7266,0.7296826243400574,9.999753262144806e-05
302,7267,0.6982380151748657,9.999753262144806e-05
302,7268,0.6116018891334534,9.999753262144806e-05
302,7269,0.6223270893096924,9.999753262144806e-05
302,7270,0.7001225352287292,9.999753262144806e-05
302,7271,0.6709388494491577,9.999753262144806e-05
302,7272,0.6416842341423035,9.999753262144806e-05
303,7273,0.6204302310943604,9.999013075636806e-05
303,7274,0.7243185043334961,9.999013075636806e-05
303,7275,0.6524737477302551,9.999013075636806e-05
303,7276,0.8295454978942871,9.999013075636806e-05
303,7277,0.6726643443107605,9.999013075636806e-05
303,7278,0.6965452432632446,9.999013075636806e-05
303,7279,0.6623680591583252,9.999013075636806e-05
303,7280,0.7008212804794312,9.999013075636806e-05
303,7281,0.7668096423149109,9.999013075636806e-05
303,7282,0.6363853216171265,9.999013075636806e-05
303,7283,0.7042452692985535,9.999013075636806e-05
303,7284,0.7443599700927734,9.999013075636806e-05
303,7285,0.6464560627937317,9.999013075636806e-05
303,7286,0.6041592359542847,9.999013075636806e-05
303,7287,0.6181535124778748,9.999013075636806e-05
303,7288,0.6322765350341797,9.999013075636806e-05
303,7289,0.7090741991996765,9.999013075636806e-05
303,7290,0.6384342908859253,9.999013075636806e-05
303,7291,0.6746830940246582,9.999013075636806e-05
303,7292,0.6820875406265259,9.999013075636806e-05
303,7293,0.6661618947982788,9.999013075636806e-05
303,7294,0.7680963277816772,9.999013075636806e-05
303,7295,0.5854209661483765,9.999013075636806e-05
303,7296,0.6838003396987915,9.999013075636806e-05
304,7297,0.7848283052444458,9.997779521645793e-05
304,7298,0.6794701218605042,9.997779521645793e-05
304,7299,0.6208245754241943,9.997779521645793e-05
304,7300,0.6717461347579956,9.997779521645793e-05
304,7301,0.6423365473747253,9.997779521645793e-05
304,7302,0.7408610582351685,9.997779521645793e-05
304,7303,0.6249325275421143,9.997779521645793e-05
304,7304,0.6739009022712708,9.997779521645793e-05
304,7305,0.6094592213630676,9.997779521645793e-05
304,7306,0.7199743390083313,9.997779521645793e-05
304,7307,0.720447301864624,9.997779521645793e-05
304,7308,0.8625645041465759,9.997779521645793e-05
304,7309,0.6481198072433472,9.997779521645793e-05
304,7310,0.6341943144798279,9.997779521645793e-05
304,7311,0.7165300846099854,9.997779521645793e-05
304,7312,0.6945900917053223,9.997779521645793e-05
304,7313,0.7779043912887573,9.997779521645793e-05
304,7314,0.53702712059021,9.997779521645793e-05
304,7315,0.6481015682220459,9.997779521645793e-05
304,7316,0.6616452932357788,9.997779521645793e-05
304,7317,0.721504807472229,9.997779521645793e-05
304,7318,0.5622314214706421,9.997779521645793e-05
304,7319,0.695298433303833,9.997779521645793e-05
304,7320,0.7369856834411621,9.997779521645793e-05
305,7321,0.6686185002326965,9.996052735444864e-05
305,7322,0.7487555742263794,9.996052735444864e-05
305,7323,0.7736499309539795,9.996052735444864e-05
305,7324,0.7207034230232239,9.996052735444864e-05
305,7325,0.6388466954231262,9.996052735444864e-05
305,7326,0.678256630897522,9.996052735444864e-05
305,7327,0.679675281047821,9.996052735444864e-05
305,7328,0.679872989654541,9.996052735444864e-05
305,7329,0.6045458912849426,9.996052735444864e-05
305,7330,0.7204334735870361,9.996052735444864e-05
305,7331,0.6836013793945312,9.996052735444864e-05
305,7332,0.6769556999206543,9.996052735444864e-05
305,7333,0.7952224016189575,9.996052735444864e-05
305,7334,0.6472352743148804,9.996052735444864e-05
305,7335,0.6837355494499207,9.996052735444864e-05
305,7336,0.6535517573356628,9.996052735444864e-05
305,7337,0.7292183041572571,9.996052735444864e-05
305,7338,0.6603748798370361,9.996052735444864e-05
305,7339,0.6196723580360413,9.996052735444864e-05
305,7340,0.6440216898918152,9.996052735444864e-05
305,7341,0.7054257988929749,9.996052735444864e-05
305,7342,0.7174205780029297,9.996052735444864e-05
305,7343,0.689946174621582,9.996052735444864e-05
305,7344,0.7535572648048401,9.996052735444864e-05
306,7345,0.5676165819168091,9.993832906395583e-05
306,7346,0.6516025066375732,9.993832906395583e-05
306,7347,0.6972342729568481,9.993832906395583e-05
306,7348,0.7286330461502075,9.993832906395583e-05
306,7349,0.7404919862747192,9.993832906395583e-05
306,7350,0.7376707792282104,9.993832906395583e-05
306,7351,0.6568398475646973,9.993832906395583e-05
306,7352,0.5825473070144653,9.993832906395583e-05
306,7353,0.7081435322761536,9.993832906395583e-05
306,7354,0.6226363182067871,9.993832906395583e-05
306,7355,0.6993275284767151,9.993832906395583e-05
306,7356,0.6668953895568848,9.993832906395583e-05
306,7357,0.6212146282196045,9.993832906395583e-05
306,7358,0.7558228969573975,9.993832906395583e-05
306,7359,0.6785100698471069,9.993832906395583e-05
306,7360,0.6829675436019897,9.993832906395583e-05
306,7361,0.7009836435317993,9.993832906395583e-05
306,7362,0.6055191159248352,9.993832906395583e-05
306,7363,0.68187415599823,9.993832906395583e-05
306,7364,0.7018033266067505,9.993832906395583e-05
306,7365,0.6579628586769104,9.993832906395583e-05
306,7366,0.6235090494155884,9.993832906395583e-05
306,7367,0.678779125213623,9.993832906395583e-05
306,7368,0.6513170003890991,9.993832906395583e-05
307,7369,0.6655788421630859,9.991120277927223e-05
307,7370,0.6464231014251709,9.991120277927223e-05
307,7371,0.6712758541107178,9.991120277927223e-05
307,7372,0.7195566892623901,9.991120277927223e-05
307,7373,0.6408454775810242,9.991120277927223e-05
307,7374,0.7297447919845581,9.991120277927223e-05
307,7375,0.6488745808601379,9.991120277927223e-05
307,7376,0.6351548433303833,9.991120277927223e-05
307,7377,0.7442378997802734,9.991120277927223e-05
307,7378,0.6714650392532349,9.991120277927223e-05
307,7379,0.6567246913909912,9.991120277927223e-05
307,7380,0.728852391242981,9.991120277927223e-05
307,7381,0.6565245389938354,9.991120277927223e-05
307,7382,0.6884870529174805,9.991120277927223e-05
307,7383,0.7385820150375366,9.991120277927223e-05
307,7384,0.6963717937469482,9.991120277927223e-05
307,7385,0.7844710350036621,9.991120277927223e-05
307,7386,0.6710684299468994,9.991120277927223e-05
307,7387,0.6478467583656311,9.991120277927223e-05
307,7388,0.6605976819992065,9.991120277927223e-05
307,7389,0.6809084415435791,9.991120277927223e-05
307,7390,0.6150602102279663,9.991120277927223e-05
307,7391,0.6386589407920837,9.991120277927223e-05
307,7392,0.6229725480079651,9.991120277927223e-05
308,7393,0.7554101943969727,9.987915147510061e-05
308,7394,0.6072846055030823,9.987915147510061e-05
308,7395,0.6676913499832153,9.987915147510061e-05
308,7396,0.802512526512146,9.987915147510061e-05
308,7397,0.6545709371566772,9.987915147510061e-05
308,7398,0.6870430111885071,9.987915147510061e-05
308,7399,0.6744982600212097,9.987915147510061e-05
308,7400,0.650629997253418,9.987915147510061e-05
308,7401,0.5888047218322754,9.987915147510061e-05
308,7402,0.6759350299835205,9.987915147510061e-05
308,7403,0.6697996854782104,9.987915147510061e-05
308,7404,0.6471115946769714,9.987915147510061e-05
308,7405,0.7832780480384827,9.987915147510061e-05
308,7406,0.5505651235580444,9.987915147510061e-05
308,7407,0.7007609605789185,9.987915147510061e-05
308,7408,0.7407009601593018,9.987915147510061e-05
308,7409,0.6693243980407715,9.987915147510061e-05
308,7410,0.5857051610946655,9.987915147510061e-05
308,7411,0.7043560743331909,9.987915147510061e-05
308,7412,0.661521315574646,9.987915147510061e-05
308,7413,0.6443713307380676,9.987915147510061e-05
308,7414,0.7350754141807556,9.987915147510061e-05
308,7415,0.6640442609786987,9.987915147510061e-05
308,7416,0.7479457259178162,9.987915147510061e-05
309,7417,0.6596208214759827,9.98421786662277e-05
309,7418,0.6500864624977112,9.98421786662277e-05
309,7419,0.6673782467842102,9.98421786662277e-05
309,7420,0.7080708146095276,9.98421786662277e-05
309,7421,0.598482072353363,9.98421786662277e-05
309,7422,0.6254696846008301,9.98421786662277e-05
309,7423,0.6214697360992432,9.98421786662277e-05
309,7424,0.7092349529266357,9.98421786662277e-05
309,7425,0.7381370067596436,9.98421786662277e-05
309,7426,0.7603754997253418,9.98421786662277e-05
309,7427,0.6165661811828613,9.98421786662277e-05
309,7428,0.7208988666534424,9.98421786662277e-05
309,7429,0.6121159791946411,9.98421786662277e-05
309,7430,0.7605750560760498,9.98421786662277e-05
309,7431,0.8805583119392395,9.98421786662277e-05
309,7432,0.754578173160553,9.98421786662277e-05
309,7433,0.688521146774292,9.98421786662277e-05
309,7434,0.5973328948020935,9.98421786662277e-05
309,7435,0.6528846025466919,9.98421786662277e-05
309,7436,0.6055049300193787,9.98421786662277e-05
309,7437,0.7031412124633789,9.98421786662277e-05
309,7438,0.6290011405944824,9.98421786662277e-05
309,7439,0.5526556372642517,9.98421786662277e-05
309,7440,0.6154780387878418,9.98421786662277e-05
