Epoch,Global_Step,Loss,LR
0,1,2.676812171936035,0.0002
0,2,2.4318203926086426,0.0002
0,3,2.610637903213501,0.0002
0,4,2.7473387718200684,0.0002
0,5,2.2147727012634277,0.0002
0,6,2.4244985580444336,0.0002
0,7,2.296860694885254,0.0002
0,8,2.308039665222168,0.0002
0,9,2.2408699989318848,0.0002
0,10,1.9900938272476196,0.0002
0,11,2.3852248191833496,0.0002
0,12,2.018765449523926,0.0002
0,13,2.407665729522705,0.0002
0,14,1.9317911863327026,0.0002
0,15,2.1338729858398438,0.0002
0,16,2.222409725189209,0.0002
0,17,2.2291417121887207,0.0002
0,18,2.326577663421631,0.0002
0,19,2.122366428375244,0.0002
0,20,2.033423900604248,0.0002
0,21,2.25519061088562,0.0002
0,22,1.828503131866455,0.0002
0,23,1.9412646293640137,0.0002
0,24,1.9321990013122559,0.0002
1,25,2.0404000282287598,0.00019999479108972367
1,26,2.0435452461242676,0.00019999479108972367
1,27,1.9444267749786377,0.00019999479108972367
1,28,2.221654176712036,0.00019999479108972367
1,29,1.9139175415039062,0.00019999479108972367
1,30,2.0114004611968994,0.00019999479108972367
1,31,1.9161194562911987,0.00019999479108972367
1,32,1.857741117477417,0.00019999479108972367
1,33,1.8412224054336548,0.00019999479108972367
1,34,1.8214491605758667,0.00019999479108972367
1,35,1.8307384252548218,0.00019999479108972367
1,36,1.9198681116104126,0.00019999479108972367
1,37,1.9560188055038452,0.00019999479108972367
1,38,1.817079782485962,0.00019999479108972367
1,39,1.8422491550445557,0.00019999479108972367
1,40,1.765640377998352,0.00019999479108972367
1,41,1.858393669128418,0.00019999479108972367
1,42,2.0158467292785645,0.00019999479108972367
1,43,1.6488444805145264,0.00019999479108972367
1,44,1.8291703462600708,0.00019999479108972367
1,45,1.811783790588379,0.00019999479108972367
1,46,2.1076736450195312,0.00019999479108972367
1,47,1.9892592430114746,0.00019999479108972367
1,48,1.7315196990966797,0.00019999479108972367
2,49,1.827684760093689,0.00019997916493011034
